0.04147544	0.041427493	0.0007528468	-0.024984233	-0.0028274131	-0.06856658	0.024959017	0.020937836	-0.085957475	0.07407605	-0.08593996	-0.08814991	0.02670853	0.0031088784	-0.049641732	-0.027755467
-0.004614441	0.020299165	-0.057151947	-0.021818647	-0.034922708	-0.12398607	0.0066847564	-0.039595187	-0.068621345	0.062233664	-0.03193722	-0.039768327	0.054389987	-0.022935266	-0.03095505	0.015203503
0.047714964	-0.04469819	-0.061369885	0.029387377	0.07355064	-0.08679753	-0.030769126	-0.039067544	-0.10601254	0.0341827	-0.045646757	0.01941086	0.021132035	-0.015704416	0.003792077	0.0086514875
0.017703643	0.041703507	0.0068481676	0.010676326	0.017710619	-0.037095714	-0.025768034	-0.00095489324	-0.08675596	0.08621166	-0.051916864	-0.018474363	-0.011089135	-0.021157596	0.02712023	-0.020562934
0.013817386	0.021896694	-0.028999563	0.041007314	0.0046289414	0.0016383742	0.03686745	-0.043829616	-0.076228686	0.043941364	0.006800876	0.002387562	0.0038738893	-0.025832884	-0.020662485	0.04225816
0.026776198	-0.019992407	0.010602257	-0.016375951	-0.08786297	-0.060914926	-0.054848135	-0.0061061755	-0.09612279	0.083722316	-0.06544096	-0.003585267	0.058579046	-0.023004228	-0.07206038	-0.02502655
0.07916075	-0.013458736	-0.041746374	-0.04452079	-0.009605431	-0.11184541	-0.057740677	-0.057263315	-0.09561742	0.003031839	0.0024417406	-0.103731215	0.003379332	-0.06645565	-0.07181533	0.09477029
0.042385727	0.005334553	-0.023083972	0.039228864	0.014892067	-0.070349485	-0.025493322	-0.118139006	-0.034205563	0.042976018	-0.09523392	-0.01664894	0.04931635	-0.007590218	-0.027641617	0.016148314
0.042988308	-0.007195709	-0.02725177	0.008871939	-0.004738317	-0.07995932	0.012991828	-0.057744127	-0.02876757	0.05055292	0.031793587	-0.022079019	0.036308784	-0.035896238	-0.09956711	-0.019878294
-0.0025174723	-0.0028102633	-0.08155053	-0.06208152	0.050657976	-0.095976844	-0.027807398	-0.025985207	-0.08285128	0.020527644	-0.030981174	0.0134829935	-0.026505541	-0.029302178	-0.015463891	-0.012239408
0.015812721	-0.030908858	0.024414701	-0.061614867	-0.00991888	-0.057431843	-0.015800664	0.035040107	-0.031921137	0.019074077	-0.086055696	-0.0842939	0.01343314	-0.05923125	0.031079398	-0.0064488407
0.00012164615	0.08543203	0.067307286	-0.029819155	0.016233772	-0.11399614	-0.051588967	0.010577228	-0.15312755	0.017257033	-0.072788246	-0.024777623	0.11927919	0.0011406955	0.01809808	0.022422582
-0.017404795	-0.058376126	0.015020364	0.02861497	-0.02508625	-0.044216767	0.029010873	-0.129308	-0.058205277	0.012639975	-0.04579136	0.011084432	-0.02540868	0.02605081	-0.032622114	-0.089973964
